condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Substance Use,Alcohol,Z7141,Alcohol abuse counseling and surveillance of alcoholic,alcohol
Substance Use,Alcohol,Z7142,Counseling for family member of alcoholic,alcohol
Substance Use,Opioid,F1110,"Opioid abuse, uncomplicated",opioid
Substance Use,Opioid,F11120,"Opioid abuse with intoxication, uncomplicated",opioid
Substance Use,Opioid,F11121,Opioid abuse with intoxication delirium,opioid
Substance Use,Opioid,F11122,Opioid abuse with intoxication with perceptual disturbance,opioid
Substance Use,Opioid,F11129,"Opioid abuse with intoxication, unspecified",opioid
Substance Use,Opioid,F1113,Opioid abuse with withdrawal,opioid
Substance Use,Opioid,F1114,Opioid abuse with opioid-induced mood disorder,opioid
Substance Use,Opioid,F11150,Opioid abuse with opioid-induced psychotic disorder with delusions,opioid
Substance Use,Opioid,F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations,opioid
Substance Use,Opioid,F11159,"Opioid abuse with opioid-induced psychotic disorder, unspecified",opioid
Substance Use,Opioid,F11181,Opioid abuse with opioid-induced sexual dysfunction,opioid
Substance Use,Opioid,F11182,Opioid abuse with opioid-induced sleep disorder,opioid
Substance Use,Opioid,F11188,Opioid abuse with other opioid-induced disorder,opioid
Substance Use,Opioid,F1119,Opioid abuse with unspecified opioid-induced disorder,opioid
Substance Use,Opioid,F1120,"Opioid dependence, uncomplicated",opioid
Substance Use,Opioid,F11220,"Opioid dependence with intoxication, uncomplicated",opioid
Substance Use,Opioid,F11221,Opioid dependence with intoxication delirium,opioid
Substance Use,Opioid,F11222,Opioid dependence with intoxication with perceptual disturbance,opioid
Substance Use,Opioid,F11229,"Opioid dependence with intoxication, unspecified",opioid
Substance Use,Opioid,F1123,Opioid dependence with withdrawal,opioid
Substance Use,Opioid,F1124,Opioid dependence with opioid-induced mood disorder,opioid
Substance Use,Opioid,F11250,Opioid dependence with opioid-induced psychotic disorder with delusions,opioid
Substance Use,Opioid,F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations,opioid
Substance Use,Opioid,F11259,"Opioid dependence with opioid-induced psychotic disorder, unspecified",opioid
Substance Use,Opioid,F11281,Opioid dependence with opioid-induced sexual dysfunction,opioid
Substance Use,Opioid,F11282,Opioid dependence with opioid-induced sleep disorder,opioid
Substance Use,Opioid,F11288,Opioid dependence with other opioid-induced disorder,opioid
Substance Use,Opioid,F1129,Opioid dependence with unspecified opioid-induced disorder,opioid
Substance Use,Opioid,F1190,"Opioid use, unspecified, uncomplicated",opioid
Substance Use,Opioid,F11920,"Opioid use, unspecified with intoxication, uncomplicated",opioid
Substance Use,Opioid,F11921,"Opioid use, unspecified with intoxication delirium",opioid
Substance Use,Opioid,F11922,"Opioid use, unspecified with intoxication with perceptual disturbance",opioid
Substance Use,Opioid,F11929,"Opioid use, unspecified with intoxication, unspecified",opioid
Substance Use,Opioid,F1193,"Opioid use, unspecified with withdrawal",opioid
Substance Use,Opioid,F1194,"Opioid use, unspecified with opioid-induced mood disorder",opioid
Substance Use,Opioid,F11950,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",opioid
Substance Use,Opioid,F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",opioid
Substance Use,Opioid,F11959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",opioid
Substance Use,Opioid,F11981,"Opioid use, unspecified with opioid-induced sexual dysfunction",opioid
Substance Use,Opioid,F11982,"Opioid use, unspecified with opioid-induced sleep disorder",opioid
Substance Use,Opioid,F11988,"Opioid use, unspecified with other opioid-induced disorder",opioid
Substance Use,Opioid,F1199,"Opioid use, unspecified with unspecified opioid-induced disorder",opioid
Substance Use,Cocaine,F1410,"Cocaine abuse, uncomplicated",cocaine
Substance Use,Cocaine,F14120,"Cocaine abuse with intoxication, uncomplicated",cocaine
Substance Use,Cocaine,F14121,Cocaine abuse with intoxication with delirium,cocaine
Substance Use,Cocaine,F14122,Cocaine abuse with intoxication with perceptual disturbance,cocaine
Substance Use,Cocaine,F14129,"Cocaine abuse with intoxication, unspecified",cocaine
Substance Use,Cocaine,F1413,"Cocaine abuse, unspecified with withdrawal",cocaine
Substance Use,Cocaine,F1414,Cocaine abuse with cocaine-induced mood disorder,cocaine
Substance Use,Cocaine,F14150,Cocaine abuse with cocaine-induced psychotic disorder with delusions,cocaine
Substance Use,Cocaine,F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,cocaine
Substance Use,Cocaine,F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",cocaine
Substance Use,Cocaine,F14180,Cocaine abuse with cocaine-induced anxiety disorder,cocaine
Substance Use,Cocaine,F14181,Cocaine abuse with cocaine-induced sexual dysfunction,cocaine
Substance Use,Cocaine,F14182,Cocaine abuse with cocaine-induced sleep disorder,cocaine
Substance Use,Cocaine,F14188,Cocaine abuse with other cocaine-induced disorder,cocaine
Substance Use,Cocaine,F1419,Cocaine abuse with unspecified cocaine-induced disorder,cocaine
Substance Use,Cocaine,F1420,"Cocaine dependence, uncomplicated",cocaine
Substance Use,Cocaine,F14220,"Cocaine dependence with intoxication, uncomplicated",cocaine
Substance Use,Cocaine,F14221,Cocaine dependence with intoxication delirium,cocaine
Substance Use,Cocaine,F14222,Cocaine dependence with intoxication with perceptual disturbance,cocaine
Substance Use,Cocaine,F14229,"Cocaine dependence with intoxication, unspecified",cocaine
Substance Use,Cocaine,F1423,Cocaine dependence with withdrawal,cocaine
Substance Use,Cocaine,F1424,Cocaine dependence with cocaine-induced mood disorder,cocaine
Substance Use,Cocaine,F14250,Cocaine dependence with cocaine-induced psychotic disorder with delusions,cocaine
Substance Use,Cocaine,F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,cocaine
Substance Use,Cocaine,F14259,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",cocaine
Substance Use,Cocaine,F14280,Cocaine dependence with cocaine-induced anxiety disorder,cocaine
Substance Use,Cocaine,F14281,Cocaine dependence with cocaine-induced sexual dysfunction,cocaine
Substance Use,Cocaine,F14282,Cocaine dependence with cocaine-induced sleep disorder,cocaine
Substance Use,Cocaine,F14288,Cocaine dependence with other cocaine-induced disorder,cocaine
Substance Use,Cocaine,F1429,Cocaine dependence with unspecified cocaine-induced disorder,cocaine
Substance Use,Cocaine,F1490,"Cocaine use, unspecified, uncomplicated",cocaine
Substance Use,Cocaine,F14920,"Cocaine use, unspecified with intoxication, uncomplicated",cocaine
Substance Use,Cocaine,F14921,"Cocaine use, unspecified with intoxication delirium",cocaine
Substance Use,Cocaine,F14922,"Cocaine use, unspecified with intoxication with perceptual disturbance",cocaine
Substance Use,Cocaine,F14929,"Cocaine use, unspecified with intoxication, unspecified",cocaine
Substance Use,Cocaine,F1493,"Cocaine use, unspecified with withdrawal",cocaine
Substance Use,Cocaine,F1494,"Cocaine use, unspecified with cocaine-induced mood disorder",cocaine
Substance Use,Cocaine,F14950,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",cocaine
Substance Use,Cocaine,F14951,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",cocaine
Substance Use,Cocaine,F14959,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",cocaine
Substance Use,Cocaine,F14980,"Cocaine use, unspecified with cocaine-induced anxiety disorder",cocaine
Substance Use,Cocaine,F14981,"Cocaine use, unspecified with cocaine-induced sexual dysfunction",cocaine
Substance Use,Cocaine,F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder",cocaine
Substance Use,Cocaine,F14988,"Cocaine use, unspecified with other cocaine-induced disorder",cocaine
Substance Use,Cocaine,F1499,"Cocaine use, unspecified with unspecified cocaine-induced disorder",cocaine
Substance Use,Tobacco,F17200,"Nicotine dependence, unspecified, uncomplicated",tobacco
Substance Use,Tobacco,F17201,"Nicotine dependence, unspecified, in remission",tobacco
Substance Use,Tobacco,F17203,"Nicotine dependence unspecified, with withdrawal",tobacco
Substance Use,Tobacco,F17208,"Nicotine dependence, unspecified, with other nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17209,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17210,"Nicotine dependence, cigarettes, uncomplicated",tobacco
Substance Use,Tobacco,F17211,"Nicotine dependence, cigarettes, in remission",tobacco
Substance Use,Tobacco,F17213,"Nicotine dependence, cigarettes, with withdrawal",tobacco
Substance Use,Tobacco,F17218,"Nicotine dependence, cigarettes, with other nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17219,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17220,"Nicotine dependence, chewing tobacco, uncomplicated",tobacco
Substance Use,Tobacco,F17221,"Nicotine dependence, chewing tobacco, in remission",tobacco
Substance Use,Tobacco,F17223,"Nicotine dependence, chewing tobacco, with withdrawal",tobacco
Substance Use,Tobacco,F17228,"Nicotine dependence, chewing tobacco, with other nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17229,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17290,"Nicotine dependence, other tobacco product, uncomplicated",tobacco
Substance Use,Tobacco,F17291,"Nicotine dependence, other tobacco product, in remission",tobacco
Substance Use,Tobacco,F17293,"Nicotine dependence, other tobacco product, with withdrawal",tobacco
Substance Use,Tobacco,F17298,"Nicotine dependence, other tobacco product, with other nicotine-induced disorders",tobacco
Substance Use,Tobacco,F17299,"Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders",tobacco
Substance Use,Tobacco,G9276,NULL,tobacco
Substance Use,Tobacco,G9458,NULL,tobacco
Substance Use,Tobacco,O99330,"Smoking (tobacco) complicating pregnancy, unspecified trimester",tobacco
Substance Use,Tobacco,O99331,"Smoking (tobacco) complicating pregnancy, first trimester",tobacco
Substance Use,Tobacco,O99332,"Smoking (tobacco) complicating pregnancy, second trimester",tobacco
Substance Use,Tobacco,O99333,"Smoking (tobacco) complicating pregnancy, third trimester",tobacco
Substance Use,Tobacco,O99334,Smoking (tobacco) complicating childbirth,tobacco
Substance Use,Tobacco,O99335,Smoking (tobacco) complicating the puerperium,tobacco
Substance Use,Tobacco,T65211A,"Toxic effect of chewing tobacco, accidental (unintentional), initial encounter",tobacco
Substance Use,Tobacco,T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter",tobacco
Substance Use,Tobacco,T65213A,"Toxic effect of chewing tobacco, assault, initial encounter",tobacco
Substance Use,Tobacco,T65214A,"Toxic effect of chewing tobacco, undetermined, initial encounter",tobacco
Substance Use,Tobacco,T65221A,"Toxic effect of tobacco cigarettes, accidental (unintentional), initial encounter",tobacco
Substance Use,Tobacco,T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",tobacco
Substance Use,Tobacco,T65223A,"Toxic effect of tobacco cigarettes, assault, initial encounter",tobacco
Substance Use,Tobacco,T65224A,"Toxic effect of tobacco cigarettes, undetermined, initial encounter",tobacco
Substance Use,Tobacco,T65291A,"Toxic effect of other tobacco and nicotine, accidental (unintentional), initial encounter",tobacco
Substance Use,Tobacco,T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",tobacco
Substance Use,Tobacco,T65293A,"Toxic effect of other tobacco and nicotine, assault, initial encounter",tobacco
Substance Use,Tobacco,T65294A,"Toxic effect of other tobacco and nicotine, undetermined, initial encounter",tobacco
Substance Use,Tobacco,Z720,Tobacco use,tobacco
Metabolic Disease,Type 2 Diabetes,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1110,Type 2 diabetes mellitus with ketoacidosis without coma,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1111,Type 2 diabetes mellitus with ketoacidosis with coma,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1121,Type 2 diabetes mellitus with diabetic nephropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1129,Type 2 diabetes mellitus with other diabetic kidney complication,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",type_2_diabetes
